item_id,item_name,en_name,category,item_type,price,total_price,des1_cn,des1_en,des2_cn,des2_en,image_url
1334,不死鸟之眼,Phoenix Eye,防御,3,1212,2020,+90物理防御 +180法术防御 +1350最大生命,+90 Physical Defense +180 Magic Defense +1350 Max Health,唯一被动-血统：每损失10%生命值，生命恢复效果增加5%。,Unique Passive - Bloodline: every 10% Health lost increases Health Recovery effects by 5%.,https://game.gtimg.cn/images/yxzj/img201606/itemimgo/1334.png
1335,魔女斗篷,Magic Cloak,防御,3,1212,2020,+300法术防御 +1100最大生命,+300 Magic Defense +1100 Max Health,被动-迷雾：每15秒获得400~800(+7%额外生命值)的法术护盾 魔女：将额外法术防御的15%转化为物理防御,Passive - Mist: every 15 s gain 400~800(+7% Bonus Health) Magic Shield; Sorceress: converts 15% of bonus Magic Defense to Physical Defense,https://game.gtimg.cn/images/yxzj/img201606/itemimgo/1335.png
1336,极寒风暴,Glacial Storm,防御,3,1224,2040,+20%冷却缩减 +600最大生命 +240物理防御,+20%Cooldown Reduction +600 Max Health +240 Physical Defense,唯一被动-冰心：受到单次伤害超过当前生命值10%时，向敌人方向发射寒冰冲击，对范围内敌人造成130~260点法术伤害，降低范围内敌人15%攻速和15%~30%移速，持续2秒，冷却2秒,"Unique Passive - Frozen Heart: upon taking single hit >10% Current Health, launches Frost Shockwave toward enemies, deals 130~260 Magic Damage to AoE enemies, reduces their Attack Speed by 15% and Movement Speed by 15%~30% for 2 s, CD: 2 s",https://game.gtimg.cn/images/yxzj/img201606/itemimgo/1336.png
1337,贤者的庇护,Sage's Sanctuary,防御,3,1368,2280,+150物理防御 +150法术防御 +900最大生命 +5%冷却缩减,+150 Physical Defense +150 Magic Defense +900 Max Health +5%Cooldown Reduction,唯一被动-复生：死亡后2秒原地复活，并获得2000~3000点生命值，冷却时间：150秒。这个效果每局游戏只能触发2次,"Unique Passive - Rebirth: revive in place 2 s after death with 2000~3000 Health, Cooldown: 150 s. Can only trigger twice per match",https://game.gtimg.cn/images/yxzj/img201606/itemimgo/1337.png
1338,暴烈之甲,Berserker's Armor,防御,3,1230,2050,+210物理防御 +900最大生命 +35物理攻击,+210 Physical Defense +900 Max Health +35 Physical Attack,唯一被动-无畏：每次受到伤害后，自身增加1%伤害与1%移速(受到英雄伤害叠加2层)，持续3秒，最多10层,"Unique Passive - Fearless: each time after taking damage, self +1% Damage and +1% Movement Speed (2 stacks from Hero damage) for 3 s, up to 10 stacks",https://game.gtimg.cn/images/yxzj/img201606/itemimgo/1338.png
1341,冰霜冲击,Frost Impact,防御,3,1218,2030,+150物理防御 +900最大生命 +7.5%冷却缩减,+150 Physical Defense +900 Max Health +7.5%Cooldown Reduction,主动-冲击：对范围内目标造成100~200法术伤害和0.75秒30%~60%减速后生成极寒区域冻结区域内目标0.75秒，该效果有75秒冷却时间。 被动-冰甲：新增10%韧性属性，受到除压制外的硬控后获得10%生命值的护盾，持续5秒，该效果有15秒冷却时间。,"Active - Impact: deals 100~200 Magic Damage to AoE targets with 30%~60% Slow for 0.75 s, then generates Frozen Zone freezing targets within for 0.75 s, 75 s Cooldown. Passive - Ice Armor: gain 10% Tenacity, after receiving hard CC (except Suppression) gain Shield of 10% Health for 5 s, 15 s Cooldown.",https://game.gtimg.cn/images/yxzj/img201606/itemimgo/1341.png
1345,荆棘护手,Thorn Gauntlets,防御,3,450,750,+150物理防御 +35物理攻击,+150 Physical Defense +35 Physical Attack,,,https://game.gtimg.cn/images/yxzj/img201606/itemimgo/1345.png
1347,永夜守护,Eternal Night,防御,3,1212,2020,+90物理防御 +180法术防御 +900最大生命 +7.5%移动速度,+90 Physical Defense +180 Magic Defense +900 Max Health +7.5%Movement Speed,被动-守护：在2.5秒内受到伤害超过25%最大生命值时，会在接下来2.5秒内累计回复(10%最大生命)点生命，并减少50%受到的减速效果，冷却时间：7秒,"Passive - Guardian: upon taking >25% Max Health damage within 2.5 s, restores (10% Max Health) Health over next 2.5 s, reduces received Slow by 50%, Cooldown: 7 s",https://game.gtimg.cn/images/yxzj/img201606/itemimgo/1347.png
1349,原初遗珠,Primordial Pearl,防御,3,480,800,+150物理防御 +150法术防御,+150 Physical Defense +150 Magic Defense,贤者的庇护虽已损坏，但其能量内核在原初之息的浸染下拥有了强化装备的效果(20分钟后开放购买),"Sage's Sanctuary is damaged, but its energy core infused with Primordial Breath gains equipment enhancement effects(available for purchase after 20 min)",https://game.gtimg.cn/images/yxzj/img201606/itemimgo/1349.png
1350,侵掠·怒魂,Raging Soul,防御,3,1980,3300,+75物理攻击 +900最大生命,+75 Physical Attack +900 Max Health,主动-血怒：逐渐扣除30%当前生命，逐渐获得50%生命护盾，持续4秒 ，在此期间对周围敌人每秒造成4%生命的法术伤害，该效果有60秒冷却时间。 被动-狂怒：普通攻击额外附带1.5%最大生命的物理伤害，自身生命低于50%伤害提升37.5%~75%。,"Active - Blood Fury: gradually drains 30% Current Health, gradually gains 50% Health Shield for 4 s, during this period deals 4% Health Magic Damage per second to surrounding enemies, 60 s Cooldown. Passive - Frenzy: Basic Attackbonusapply1.5%Max HealthPhysical Damage, when self Health <50% damage +37.5%~75%.",https://game.gtimg.cn/images/yxzj/img201606/itemimgo/1350.png
1351,徐行·凛冬,Winter's March,防御,3,1914,3190,+150物理防御 +900最大生命 +7.5%冷却缩减,+150 Physical Defense +900 Max Health +7.5%Cooldown Reduction,"主动-冲击：对周围造成100~200法术伤害和0.75秒极限减速后生成极寒区域冻结区域内目标0.75秒,冷却时间：75秒 被动-冰甲：当自身新增10%韧性属性，受到除压制外的硬控后获得12%生命值的护盾，持续5秒，该效果有15秒冷却时间。","Active - Impact: deals 100~200 Magic Damage to surrounding area with 0.75 s extreme Slow, then generates Frozen Zone freezing targets within for 0.75 s, Cooldown: 75 s Passive - Ice Armor: whenselfgain 10% Tenacity, after receiving hard CC (except Suppression) gain Shield of 12% Health for 5 s, 15 s Cooldown.",https://game.gtimg.cn/images/yxzj/img201606/itemimgo/1351.png
1353,旭日初光,Rising Sun,防御,3,1224,2040,+900最大生命 +210物理防御 +10%冷却缩减,+900 Max Health +210 Physical Defense +10%Cooldown Reduction,被动-初光：技能或者普攻命中敌方英雄，给自己和最近血量最低的友方英雄提供(250~500+4%最大生命值)护盾，附近没有友方英雄时护盾值提升50%，持续3秒(近战/远程：冷却10/12.5秒),"Passive - First Light: abilityorBasic Attackhitenemy Hero, provides self and nearest lowest-Health ally Hero with (250~500+4% Max Health) Shield, Shield value +50% when no ally Hero nearby, for 3 s(Melee/Ranged: Cooldown 10/12.5 s)",https://game.gtimg.cn/images/yxzj/img201606/itemimgo/1353.png
1534,怒龙剑盾,Raging Dragon Shield,防御,3,1224,2040,+1100最大生命 +150物理防御 +150法术防御,+1100 Max Health +150 Physical Defense +150 Magic Defense,被动-重创：普攻与技能对兵线和野怪造成7%最大生命的物理伤害，同时恢复伤害效果50%的生命(远程攻击减半)（远程英雄减半）冷却2秒 被动-神力：普攻或技能对敌方英雄和防御塔造成3.5%最大生命的物理伤害(远程攻击减半)，冷却2秒,"Passive - Heavy Wound: Basic Attack & abilities deal 7% Max Health Physical Damage to Minion Waves & Jungle Monsters, restore 50% of damage as Health (halved for Ranged, halved for Ranged Heroes) CD: 2 s Passive - Divine Power: Basic Attack or Ability deals 3.5% Max Health Physical Damage to enemy Heroes & Turrets (halved for Ranged), CD: 2 s",https://game.gtimg.cn/images/yxzj/img201606/itemimgo/1534.png
13211,玛瑙护心镜,Agate Heart Mirror,防御,3,480,800,+450最大生命 +7.5%移动速度,+450 Max Health +7.5%Movement Speed,,,https://game.gtimg.cn/images/yxzj/img201606/itemimgo/13211.png
13212,天地石,Heaven-Earth Stone,防御,3,480,800,+150物理防御 +150法术防御,+150 Physical Defense +150 Magic Defense,,,https://game.gtimg.cn/images/yxzj/img201606/itemimgo/13212.png
13310,冰痕之握,Frost Grip,防御,3,1236,2060,+10%冷却缩减 +300物理防御 +55物理攻击,+10%Cooldown Reduction +300 Physical Defense +55 Physical Attack,唯一被动-强击：使用技能后，5秒内的下一次普攻对范围内敌人额外造成140~280（+0.4额外Ad）物理伤害，并减少15%~30%移速（远程攻击减速效果减半），持续0.5秒，该效果冷却时间1.25秒,"Unique Passive - Power Strike: after using an ability, next Basic Attack within 5 s deals bonus 140~280(+0.4 bonus AD) Physical Damage to AoE enemies, reduces 15%~30% Movement Speed (Slow halved for Ranged) for 0.5 s, CD: 1.25 s",https://game.gtimg.cn/images/yxzj/img201606/itemimgo/13310.png
1411,神速之靴,Boots of Speed,移动,4,150,250,唯一被动：+30移动速度,Unique Passive: +30 Movement Speed,所有鞋类装备的移速加成效果不叠加,Movement Speed bonuses from all Boot items do not stack,https://game.gtimg.cn/images/yxzj/img201606/itemimgo/1411.png
1421,影忍之足,Shadow Boots,移动,4,420,700,+50法术防御 +120物理防御,+50 Magic Defense +120 Physical Defense,唯一被动：+50移动速度（所有鞋类装备的移速加成效果不叠加） 唯一被动：抵挡6%~12%物理伤害,Unique Passive: +50 Movement Speed (Movement Speed bonuses from all Boot items do not stack) Unique Passive: block 6%~12% Physical Damage,https://game.gtimg.cn/images/yxzj/img201606/itemimgo/1421.png
1422,抵抗之靴,Resistance Boots,移动,4,420,700,+50物理防御 +100法术防御,+50 Physical Defense +100 Magic Defense,被动-神速：+50移动速度（所有鞋类装备的移速加成效果不叠加） 被动-坚韧：+25%韧性,Passive - Swift: +50 Movement Speed (Movement Speed bonuses from all Boot items do not stack) Passive - Tenacity: +25%Tenacity,https://game.gtimg.cn/images/yxzj/img201606/itemimgo/1422.png
1423,冷静之靴,Calm Boots,移动,4,420,700,+15%冷却缩减,+15%Cooldown Reduction,被动-静谧：加速召唤师技能10~20%冷却速度 被动-神速：+50移动速度（所有鞋类装备的移速加成效果不叠加）,Passive - Tranquility: accelerates Summoner Spell cooldown speed by 10~20% Passive - Swift: +50 Movement Speed (Movement Speed bonuses from all Boot items do not stack),https://game.gtimg.cn/images/yxzj/img201606/itemimgo/1423.png
1424,秘法之靴,Arcane Boots,移动,4,420,700,+400最大法力,+400 Max Mana,唯一被动：+50移动速度（所有鞋类装备的移速加成效果不叠加） 唯一被动-法术精通：每5秒法力回复10，提升60~120法术穿透,"Unique Passive: +50 Movement Speed (Movement Speed bonuses from all Boot items do not stack) UniquePassive - Magic Mastery: restore 10 Mana/5 s, +60~120 Magic Penetration",https://game.gtimg.cn/images/yxzj/img201606/itemimgo/1424.png
1425,急速战靴,Berserker's Boots,移动,4,420,700,+20%攻速,+20%Attack Speed,唯一被动：+50移动速度（所有鞋类装备的移速加成效果不叠加） 被动-急速恢复：每次普通攻击命中回复近战20~40/远程30~60生命值,Unique Passive: +50 Movement Speed (Movement Speed bonuses from all Boot items do not stack) Passive - Quick Recovery: each Basic Attack hit restores 20~40(Melee)/30~60(Ranged) Health,https://game.gtimg.cn/images/yxzj/img201606/itemimgo/1425.png
1426,疾步之靴,Swift Boots,移动,4,420,700,+300最大生命,+300 Max Health,唯一被动-神行：5秒未进入战斗后进入神行状态，增加35~70移速 被动-神速II：+70移动速度（所有鞋类装备的移速加成效果不叠加）,"UniquePassive - Divine Walk: after 5 s out of combat enters Swift state, +35~70 Movement Speed Passive - SwiftII: +70 Movement Speed (Movement Speed bonuses from all Boot items do not stack)",https://game.gtimg.cn/images/yxzj/img201606/itemimgo/1426.png
1511,狩猎宽刃,Hunter's Blade,打野,5,150,250,被动-狩猎: 普攻/技能命中后，野怪每0.5秒70~140点法术伤害，（远程英雄伤害减半），持续2秒。受野怪伤害降低25%，获得来自野怪的经验提升20%。,"Passive - Hunt: Basic Attack/abilityhitafter, Jungle Monsterevery 0.5 s 70~140 Magic Damage, (Ranged HeroesDamagehalved) , for 2 s. receiveJungle MonsterDamagereduce 25%, gainfromJungle MonsterEXPincrease 20%.",4分钟前：不参与兵线分配，单独获得50%金币/经验；10分钟前：对兵线伤害降低25%,"Before 4 min: does not participate in Minion Wave distribution, individually gains 50% Gold/EXP; Before 10 min: damage against Minion Waves -25%",https://game.gtimg.cn/images/yxzj/img201606/itemimgo/1511.png
1521,游击弯刀,Guerrilla Machete,打野,5,420,700,+40法术攻击,+40 Magic Attack,被动-狩猎: 普攻/技能命中后，野怪每0.5秒受到70~140(+0.45%目标最大生命值)的法术伤害（远程攻击减半，对英雄伤害生效10%），持续2秒。受野怪伤害降低25%，获得来自野怪的经验提升30%、金币提升20% 被动-奖赏: 自己或700范围内友方击杀野怪增加自身6点法术攻击，最多叠加15层 4分钟前：不参与兵线分配，单独获得50%金币/经验 10分钟前：对兵线伤害降低25%,"Passive - Hunt: Basic Attack/abilityhitafter, Jungle Monsterevery 0.5 sreceive 70~140(+0.45%targetMax Health)Magic Damage (halved for Ranged attacks, 10% effective vs Heroes) , for 2 s. receiveJungle MonsterDamagereduce 25%, gainfromJungle MonsterEXPincrease 30%, Goldincrease 20% Passive - Reward: selfor700 AoEallykillJungle Monsterincreaseself 6 Magic Attack, up tostack 15 stacks Before 4 min: does not participate in Minion Wave distribution, individually gains 50% Gold/EXP Before 10 min: damage against Minion Waves -25%",https://game.gtimg.cn/images/yxzj/img201606/itemimgo/1521.png
1522,巡守利斧,Patrol Axe,打野,5,420,700,+400最大生命,+400 Max Health,被动-狩猎: 普攻/技能命中后，野怪每0.5秒受到70~140(+0.45%目标最大生命值)的物理伤害（远程攻击减半，对英雄伤害生效10%），持续2秒。受野怪伤害降低25%，获得来自野怪的经验提升30%、金币提升20% 被动-奖赏: 自己击杀或700范围内友方击杀野怪会增加自身30点最大生命，效果最多叠加15层 4分钟前：不参与兵线分配，单独获得50%金币/经验 10分钟前：对兵线伤害降低25%,"Passive - Hunt: Basic Attack/abilityhitafter, Jungle Monsterevery 0.5 sreceive 70~140(+0.45%targetMax Health)Physical Damage (halved for Ranged attacks, 10% effective vs Heroes) , for 2 s. receiveJungle MonsterDamagereduce 25%, gainfromJungle MonsterEXPincrease 30%, Goldincrease 20% Passive - Reward: selfkillor700 AoEallykillJungle Monsterwillincreaseself 30 Max Health, effectup tostack 15 stacks Before 4 min: does not participate in Minion Wave distribution, individually gains 50% Gold/EXP Before 10 min: damage against Minion Waves -25%",https://game.gtimg.cn/images/yxzj/img201606/itemimgo/1522.png
1523,追击刀锋,Chase Blade,打野,5,420,700,+25物理攻击,+25 Physical Attack,被动-狩猎： 普攻/技能命中后，野怪每0.5秒受到70~140(+0.45%目标最大生命值)的物理伤害，持续2秒。受野怪伤害降低25%，获得来自野怪的经验提升30%、金币提升20% 被动-奖赏：自己或700范围内友方击杀野怪增加自身3点物理攻击，最多叠加15层 4分钟前：不参与兵线分配，单独获得50%金币/经验 10分钟前：对兵线伤害降低25%,"Passive - Hunt: Basic Attack/abilityhitafter, Jungle Monsterevery 0.5 sreceive 70~140(+0.45%targetMax Health)Physical Damage, for 2 s. receiveJungle MonsterDamagereduce 25%, gainfromJungle MonsterEXPincrease 30%, Goldincrease 20% Passive - Reward: selfor700 AoEallykillJungle Monsterincreaseself 3 Physical Attack, up tostack 15 stacks Before 4 min: does not participate in Minion Wave distribution, individually gains 50% Gold/EXP Before 10 min: damage against Minion Waves -25%",https://game.gtimg.cn/images/yxzj/img201606/itemimgo/1523.png
1531,符文大剑,Rune Greatsword,打野,5,1260,2100,+130法术攻击 +10%冷却缩减 +5%移速,+130 Magic Attack +10%Cooldown Reduction +5%Movement Speed,被动-狩猎： 普攻/技能命中后，野怪每0.5秒受到90~180(+0.6%目标最大生命值)的法术伤害（远程攻击减半，对英雄伤害生效25%），持续2秒。受到野怪伤害降低25%，获得来自野怪的经验提升30%、金币提升20%。 被动-奖赏：自己击杀或700范围内友方击杀野怪增加自身6点法术攻击和0.2%冷却，最多叠加25层 4分钟前：不参与兵线分配，单独获得50%金币/经验 10分钟前：对兵线伤害降低25%,"Passive - Hunt: Basic Attack/abilityhitafter, Jungle Monsterevery 0.5 sreceive 90~180(+0.6%targetMax Health)Magic Damage (halved for Ranged attacks, 25% effective vs Heroes) , for 2 s. damage from Jungle Monsters -25%, EXP from Jungle Monsters +30%, Gold +20%. Passive - Reward: selfkillor700 AoEallykillJungle Monsterincreaseself 6 Magic Attackand0.2%Cooldown, up tostack 25 stacks Before 4 min: does not participate in Minion Wave distribution, individually gains 50% Gold/EXP Before 10 min: damage against Minion Waves -25%",https://game.gtimg.cn/images/yxzj/img201606/itemimgo/1531.png
1532,巨人之握,Giant's Grip,打野,5,1260,2100,+1200最大生命 +5%冷却缩减 +5%移速,+1200 Max Health +5%Cooldown Reduction +5%Movement Speed,被动-狩猎：普攻/技能命中后，野怪每0.5秒受到90~180(+0.6%目标最大生命值)的物理伤害（远程攻击减半，对英雄伤害生效25%），持续2秒。受到野怪伤害降低25%，获得来自野怪的经验提升30%、金币提升20%。 被动-奖赏：自己击杀或700范围内友方击杀野怪增加自身30点最大生命和0.2%冷却，最多叠25层 4分钟前：不参与兵线分配，单独获得50%金币/经验 10分钟前：对兵线伤害降低25%,"Passive - Hunt: Basic Attack/abilityhitafter, Jungle Monsterevery 0.5 sreceive 90~180(+0.6%targetMax Health)Physical Damage (halved for Ranged attacks, 25% effective vs Heroes) , for 2 s. damage from Jungle Monsters -25%, EXP from Jungle Monsters +30%, Gold +20%. Passive - Reward: selfkillor700 AoEallykillJungle Monsterincreaseself 30 Max Healthand0.2%Cooldown, up tostack25 stacks Before 4 min: does not participate in Minion Wave distribution, individually gains 50% Gold/EXP Before 10 min: damage against Minion Waves -25%",https://game.gtimg.cn/images/yxzj/img201606/itemimgo/1532.png
1533,贪婪之噬,Greedy Bite,打野,5,1260,2100,+90物理攻击 +5%移速 +7.5%冷却,+90 Physical Attack +5%Movement Speed +7.5%Cooldown,被动-狩猎：普攻/技能命中后，野怪每0.5秒受到90~180(+0.6%目标最大生命值)的物理伤害（远程攻击减半，对英雄伤害生效25%），持续2秒。受到野怪伤害降低25%，获得来自野怪的经验提升30%、金币提升20%。 被动-奖赏：自己击杀或700范围内友方击杀野怪增加自身3点物理攻击和0.2%冷却缩减，最多叠加25层 4分钟前：不参与兵线分配，单独获得50%金币/经验 10分钟前：对兵线伤害降低25%,"Passive - Hunt: Basic Attack/abilityhitafter, Jungle Monsterevery 0.5 sreceive 90~180(+0.6%targetMax Health)Physical Damage (halved for Ranged attacks, 25% effective vs Heroes) , for 2 s. damage from Jungle Monsters -25%, EXP from Jungle Monsters +30%, Gold +20%. Passive - Reward: selfkillor700 AoEallykillJungle Monsterincreaseself 3 Physical Attackand0.2%Cooldown Reduction, up tostack 25 stacks Before 4 min: does not participate in Minion Wave distribution, individually gains 50% Gold/EXP Before 10 min: damage against Minion Waves -25%",https://game.gtimg.cn/images/yxzj/img201606/itemimgo/1533.png
1701,学识宝石,Knowledge Gem,辅助,7,180,300,+5%移速,+5%Movement Speed,被动-游击：每3秒增加自身5经验，增加队伍中经济最低的英雄5金币,"Passive - Guerrilla: every 3 sincreaseself 5 EXP, increaseteamineconomylowestHero 5 Gold",https://game.gtimg.cn/images/yxzj/img201606/itemimgo/1701.png
1711,极影,Shadow Aegis,辅助,7,1140,1900,+500生命值 +5%移速,+500 Health +5%Movement Speed,被动-迅捷光环：增加自身12%攻速、9%冷却和每5秒回蓝10，对800范围友方造成50%效果 被动-奖赏：增加200-400最大生命值，增加15~30主攻属性（1主攻击属性=1物理攻击或2法术攻击） 被动-游击：每3秒增加自身5经验，每隔15秒传送一枚掉落的金币到英雄附近，增加队伍中经济最低的英雄5金币(众星峡谷中的效果保持不变),"Passive - Swift Aura: increaseself 12%Attack Speed, 9%CooldownandMana/5 s 10, 50% effect to allies within 800 range Passive - Reward: increase 200-400 Max Health, increase 15~30 primary attack attribute (1 primary attack attribute=1 Physical Attackor2 Magic Attack) Passive - Guerrilla: every 3 sincreaseself 5 EXP, every15 ssendadropGoldtoHeronearby, increaseteamineconomylowestHero 5 Gold(effect unchanged in Stellar Canyon)",https://game.gtimg.cn/images/yxzj/img201606/itemimgo/1711.png
1714,近卫,Guard,辅助,7,510,850,+500生命值 +5%移速,+500 Health +5%Movement Speed,被动-守护光环：增加自身36-72物理与法术防御和(+0.4%目标额外生命)每5秒回血，对800范围友方造成50%效果 被动-奖赏：增加200-400最大生命值，增加15-30主攻属性（1主攻击属性=1物理攻击或2法术攻击） 被动-游击：每3秒增加自身5经验，每隔15秒传送一枚掉落的金币到英雄附近，增加队伍中经济最低的英雄5金币(众星峡谷中的效果保持不变),"Passive - Guardian Aura: increaseself 36-72 Physical andMagic Defenseand(+0.4%targetbonusHealth)HP/5 s, 50% effect to allies within 800 range Passive - Reward: increase 200-400 Max Health, increase 15-30 primary attack attribute (1 primary attack attribute=1 Physical Attackor2 Magic Attack) Passive - Guerrilla: every 3 sincreaseself 5 EXP, every15 ssendadropGoldtoHeronearby, increaseteamineconomylowestHero 5 Gold(effect unchanged in Stellar Canyon)",https://game.gtimg.cn/images/yxzj/img201606/itemimgo/1714.png
1721,极影·救赎,Shadow · Redemption,辅助,7,1248,2080,+1200生命值 +7.5%移速,+1200 Health +7.5%Movement Speed,主动-救援：范围内友方英雄立即获得240~480（+10%最大生命值）护盾，持续4秒（CD:60秒）游走装主动技能队伍共享冷却 被动-迅捷光环：增加自身20%攻速、15%冷却和15每5秒回蓝，对800范围友方造成50%效果 被动-奖赏：增加400~800最大生命值，增加25~50主攻属性（1主攻击属性=1物理攻击或2法术攻击） 被动-游击：每3秒增加自身6经验，每隔10秒传送一枚掉落的金币到英雄附近，增加队伍中经济最低的英雄6金币(众星峡谷中的效果保持不变),"Active - Rescue: AoE ally Heroes immediately gain 240~480(+10% Max Health) Shield for 4 s (CD: 60 s)Roaming item Active Skills share team Cooldown Passive - Swift Aura: increaseself 20%Attack Speed, 15%Cooldownand15 Mana/5 s, 50% effect to allies within 800 range Passive - Reward: increase 400~800 Max Health, increase 25~50 primary attack attribute (1 primary attack attribute=1 Physical Attackor2 Magic Attack) Passive - Guerrilla: every 3 sincreaseself 6 EXP, every 10 s sends a dropped Gold coin near the Hero, +6 Gold for the lowest-economy Hero on the team(effect unchanged in Stellar Canyon)",https://game.gtimg.cn/images/yxzj/img201606/itemimgo/1721.png
1723,极影·奔狼,Shadow · Wolf Rush,辅助,7,1248,2080,+1200生命值 +7.5%移速,+1200 Health +7.5%Movement Speed,主动-奔腾号令：范围内友方英雄增加移动速度，最高增加100%~200%移动速度，持续5秒，途径未加速的友军时会将当前状态同步给友军，攻击或受到敌方英雄攻击时保留20%加速效果（CD:90秒）游走装主动技能队伍共享冷却 被动-迅捷光环：增加自身20%攻速、15%冷却和15每5秒回蓝，对800范围友方造成50%效果 被动-奖赏：增加400~800最大生命值，增加25-50主攻属性（1主攻击属性=1物理攻击或2法术攻击） 被动-游击：每3秒增加自身6经验，每隔10秒传送一枚掉落的金币到英雄附近，增加队伍中经济最低的英雄6金币(众星峡谷中的效果保持不变),"Active - Gallop Command: AoE ally Heroes gain Movement Speed up to 100%~200% for 5 s, passing through un-accelerated allies syncs current state to them, retains 20% Speed Boost when attacking or attacked by enemy Heroes(CD: 90 s)Roaming item Active Skills share team Cooldown Passive - Swift Aura: increaseself 20%Attack Speed, 15%Cooldownand15 Mana/5 s, 50% effect to allies within 800 range Passive - Reward: increase 400~800 Max Health, increase 25-50 primary attack attribute (1 primary attack attribute=1 Physical Attackor2 Magic Attack) Passive - Guerrilla: every 3 sincreaseself 6 EXP, every 10 s sends a dropped Gold coin near the Hero, +6 Gold for the lowest-economy Hero on the team(effect unchanged in Stellar Canyon)",https://game.gtimg.cn/images/yxzj/img201606/itemimgo/1723.png
1724,近卫·救赎,Guard · Redemption,辅助,7,1248,2080,+1200生命值 +7.5%移速,+1200 Health +7.5%Movement Speed,主动-救援：范围内友方英雄立即获得240~480+10%最大生命值护盾，持续4秒（CD:60秒）游走装主动技能队伍共享冷却 被动-守护光环：增加自身65~130物理和法术防御和(+0.6%目标额外生命)每5秒回血，对800范围友方造成50%效果 被动-奖赏：增加400~800最大生命值，增加25~50主攻属性（1主攻击属性=1物理攻击或2法术攻击） 被动-游击：每3秒增加自身6经验，每隔10秒传送一枚掉落的金币到英雄附近，增加队伍中经济最低的英雄6金币(众星峡谷中的效果保持不变),"Active - Rescue: AoEally Heroimmediatelygain 240~480+10%Max HealthShield, for 4 s(CD: 60 s)Roaming item Active Skills share team Cooldown Passive - Guardian Aura: increaseself 65~130 Physical andMagic Defenseand(+0.6%targetbonusHealth)HP/5 s, 50% effect to allies within 800 range Passive - Reward: increase 400~800 Max Health, increase 25~50 primary attack attribute (1 primary attack attribute=1 Physical Attackor2 Magic Attack) Passive - Guerrilla: every 3 sincreaseself 6 EXP, every 10 s sends a dropped Gold coin near the Hero, +6 Gold for the lowest-economy Hero on the team(effect unchanged in Stellar Canyon)",https://game.gtimg.cn/images/yxzj/img201606/itemimgo/1724.png
1725,近卫·星泉,Guard · Star Spring,辅助,7,1248,2080,+1200生命值 +7.5%移速,+1200 Health +7.5%Movement Speed,主动-星芒：与范围内的一名友方英雄（默认为血量最低）建立链接，5秒内回复双方（500~1060+20%最大生命值）生命与25%最大法力，链接超过一定范围断开，攻击或者受到敌方英雄攻击后回复效果只生效20%。每50秒储备一次[星芒]，最多可储备2次。（CD:5秒）游走装主动技能队伍共享冷却 被动-守护光环：增加自身65~130物理和法术防御和(+0.6%目标额外生命)每5秒回血，对800范围友方造成50%效果 被动-奖赏：增加400~800最大生命值，增加25-50主攻属性（1主攻击属性=1物理攻击或2法术攻击） 被动-游击：每3秒增加自身6经验，每隔10秒传送一枚掉落的金币到英雄附近，增加队伍中经济最低的英雄6金币(众星峡谷中的效果保持不变),"Active - Star Light: establishes link with one ally Hero in range (default lowest Health), restores both sides (500~1060+20% Max Health) Health & 25% Max Mana over 5 s, link breaks beyond range, only 20% effective when attacking or attacked by enemy Heroes. stores one [Star Light] charge every 50 s, up to 2 charges. (CD: 5 s)Roaming item Active Skills share team Cooldown Passive - Guardian Aura: increaseself 65~130 Physical andMagic Defenseand(+0.6%targetbonusHealth)HP/5 s, 50% effect to allies within 800 range Passive - Reward: increase 400~800 Max Health, increase 25-50 primary attack attribute (1 primary attack attribute=1 Physical Attackor2 Magic Attack) Passive - Guerrilla: every 3 sincreaseself 6 EXP, every 10 s sends a dropped Gold coin near the Hero, +6 Gold for the lowest-economy Hero on the team(effect unchanged in Stellar Canyon)",https://game.gtimg.cn/images/yxzj/img201606/itemimgo/1725.png
